sample_role,parent_asin,proposed_device_type,source_domains,main_category,title,categories_evidence,limited_metadata_evidence,original_exclusion_reason,exclusion_gate_categories,supporting_metadata_fields,matched_device_terms,matched_smart_terms,proposed_decision,confidence,audit_label,audit_notes,draft_version,sampling_rank
recovery_candidate,B012E703HG,smart_switch,Electronics,Amazon Home,J-Tech Digital ® Digital to Analog Audio Converter Optical SPDIF/Coaxial Digital to RCA L/R Analog Audio 192kHz/24bit Optical and Coaxial DAC with Cirrus CS8416 Digital Receiver Chip,Electronics Home Audio Home Audio Accessories Distribution Selector Switch Boxes,"categories: Electronics Home Audio Home Audio Accessories Distribution Selector Switch Boxes | features: Converts coaxial or optical digital audio input to analog stereo output over RCA Cirrus CS8416 digital receiver chip, Switch selectable coaxial or optical input. Supports all popular sample rates including 32kHz, 44.1kHz, 48kHz, 96kHz and 192kHz, at up to 24-bit resolution Easy to install and simple to operate Free lifetime technical support from the manufacture and free 1 Year Manufacturer Warranty from J-Tech Digit… | description: …display devices wirelessly with minimal latency. The JTECH-WEX310 HDMI wireless extender kit is ideal for any environment, including areas with high Wi-Fi ac",smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent|smart_switch:smart_evidence_not_in_title_or_categories,approved_identity_phrase_absent|required_target_context_absent|smart_evidence_not_in_title_or_categories,categories|features|description,switch,wi fi|wifi,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,b8530a4902ca690cc2a53a49d5d89819996ec6ba51b40efa5c7d6aa7effad215
recovery_candidate,B0831T2DYV,smart_switch,Electronics,Industrial & Scientific,5Gstore App-Controled Remote Power IP Switch - 2 Outlets (US),Electronics Computers & Accessories Networking Products Switches,"categories: Electronics Computers & Accessories Networking Products Switches | features: NEW version with cloud and app control options! Includes all the same features/functionality of the previous models (UIS-522B and UIS-322B) Cloud4UIS Device Management System: Allows you to monitor status, view logs, and change advanced settings & configurations via web browser GTalk Messenger Support: Sends you notifications and allows you to issue commands to check the status, as well as turn on/off power or power-… | description: This is the latest version of the 2-outlet IP Switch (model UIS-622B) which features a cloud-management option for remote management via web browser or app and an updated des",smart_plug:approved_identity_phrase_absent|smart_plug:identity_not_in_title_or_categories|smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent|smart_switch:smart_evidence_not_in_title_or_categories,approved_identity_phrase_absent|multi-type conflict|required_target_context_absent|smart_evidence_not_in_title_or_categories,title|features|description|details,switch,app control|wi fi|wifi,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,bac3d552d685a09d56d84358e9e535b57abd4abae0f61f2064604c398a435085
recovery_candidate,B09L7V7B2D,smart_switch,Electronics,All Electronics,"Wireless HDMI Transmitter and Receiver Kits, Full HD 1080P Wireless Presentation Facility HDMI Adapter, Plug and Play for , Netflix Switch, PS4, Video, Audio, Laptop, Smartphone to HDTV/Projector",Electronics Television & Video Streaming Media Players,"categories: Electronics Television & Video Streaming Media Players | features: …sed: Wireless HDMI adapters support streaming HD 1080P 3D movies, TV shows, video, games, presentations wirelessly from your laptop, PC, Mac, smartphone, PS4 5, Switch, satellite box, HDSLR camera to HDTV , projector or monitor. Plug & Play- No drive or app needed, no messy cables, easy to connect and pair TV and won't affect other wireless devices, wirelessly mirror and share all content on the big screen, include: … | description: …I Transmitter and Receiver HDMI 4K Wireless HDMI Transmitter 4K Wireless HDMI Transmitter HDMI Transmitter 4K HDMI Transmitter and Receiver WiFi HDMI Transmitter and Receiver Wireles",smart_plug:approved_identity_phrase_absent|smart_plug:smart_evidence_not_in_title_or_categories|smart_plug:wrong_product:plug and play|smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent|smart_switch:smart_evidence_not_in_title_or_categories,approved_identity_phrase_absent|multi-type conflict|required_target_context_absent|smart_evidence_not_in_title_or_categories,title|features|description,switch,wi fi|wifi,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,bb4d344d5fca84b66aaefc14e153f9d355b5ad24ee7c04cfe31d1f54a98ad01c
recovery_candidate,B07SPX1DJ2,smart_switch,Electronics,Home Audio & Theater,Deal4GO Replacement Wireless WiFi Antenna Bluetooth Wire Flex Cable Compatible for Switch Console,,"features: Compatible with Switch Console, this is a used OEM part. Exactly the same as the original ones, Replace your broken, damaged, cracked and unusable WiFi Antenna. This item is supplied to professionals, Therefore, Technical disassembly and installation required. Very easy to install, you can search installation guide video on YOUTUBE. | description: Replace a broken or damaged Internal WiFi Antenna to fix Signal with your device. This part must be fitted internally and requires you to open the console to install the part, the consoles shell must be unscrewed and removed in order to fit this cover to the inside of the consoles housing shell. Requires console disassembly and technical ",smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent,approved_identity_phrase_absent|required_target_context_absent,title|features|description,switch,wi fi|wifi,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,bb56049c378899789a14d2b67ca2c6d5866bac5fc8d1e227d84b187a08203f2f
recovery_candidate,B00121XJKE,smart_switch,Electronics,Home Audio & Theater,CTA Digital HDMI Smart 4 Port Mini Switch,Electronics Home Audio Home Audio Accessories Distribution Selector Switch Boxes,"categories: Electronics Home Audio Home Audio Accessories Distribution Selector Switch Boxes | features: Small compact size Smooth matte finish Switches conveniently among most HDMI Sources Each port supports HDMI or DVI inputs Maintains highest HDMI digital audio and video signal | description: The HDMI Smart Switch, from CTA Digital, efficiently changes signal control from multiple devices to your HDMI display source. With this compact unit you will be able to switch from watching your favorite DVD, satellite programming, HDMI device or playing your PS3 without having to unplug cables from the back of your HDTV or Projector each time. Easy to operate with no complicated installation, just ",smart_plug:approved_identity_phrase_absent|smart_plug:identity_not_in_title_or_categories|smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent|smart_switch:wrong_product:port,approved_identity_phrase_absent|multi-type conflict|required_target_context_absent|wrong_product,title|categories|description,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,bc0cca61e802d41656c5928096ba37a79ea169deb349414a19d192b54a8a6a17
recovery_candidate,B00GH2QS74,smart_switch,Electronics,Computers,"商品名称: Wireless Earbuds Bluetooth Earbuds V5.0 with 3D Stereo Pro Sound, 17H Play Time, Noise Canceling Earphones with Built-in Mic and Mono Mode, IPX7 Waterproof, Calls Switch Quick Access to Siri","Electronics Computers & Accessories Laptop Accessories Bags, Cases & Sleeves","categories: Electronics Computers & Accessories Laptop Accessories Bags, Cases & Sleeves | features: 【Strong & Stable Signal】--- This 1200Mps WIFI Extender owns dual-band technology, simultaneously issue two WIFI independently, to achieve full-scale wireless strong & stable extension WIFI. 5GHz(900Mps) WIFI is suitable for short-distance high-speed transmission, for high-definition video/ game. And 2.4GHz(300Mps) WIFI is suitable for medium and long distance transmission, for basic network browsing | description: …n of dust and quickly dissipate heat, ensuring stable operation of the equipment all the time. 7, Fully compatible with any devices like iOS, Android devices, Echo/Alexa devices, P",smart_plug:approved_identity_phrase_absent|smart_plug:identity_not_in_title_or_categories|smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent|smart_switch:smart_evidence_not_in_title_or_categories,approved_identity_phrase_absent|multi-type conflict|required_target_context_absent|smart_evidence_not_in_title_or_categories,title|features|description,switch,alexa|wi fi|wifi,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,bc7842c5f71e95cfc9046f72b8baf749c6eb1bef1759549fdd31826ac78a0674
recovery_candidate,B003QTZN3G,smart_switch,Electronics,Computers,Netgear ProSafe 8-Port Gigabit Smart Switch (GS108T-200NAS),Electronics Computers & Accessories Networking Products Switches,"categories: Electronics Computers & Accessories Networking Products Switches | features: 8 Gigabit ports Advanced features: 802.1x, ACLs, Rate limiting, DSCP/TOS-based prioritization, IGMP Snooping, SNMP v1, v2, RSTP Easy-to-manage through web-based GUI | description: The Netgear ProSafe 8-Port Gigabit Smart Switch is equipped with highly advanced features such as Access Control Lists (ACL), 802.1x port authentication, enhanced QoS, rate limiting and IGMP Snooping among others to provide a small and medium-sized business with a network that is geared for growth while providing scalability and reliability. | details: Best Sellers Rank Computer Networking Switches 4630 Brand NETGEAR Compatible",smart_switch:required_target_context_absent|smart_switch:wrong_product:port,required_target_context_absent|wrong_product,title|description,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,beed20ad5a34b724ab601bf09d5b0ae34cfca950ff0d79d93c421f04afa885c7
recovery_candidate,B099DM4GN2,smart_switch,Electronics,Industrial & Scientific,"NETGEAR GS108T 8-Port Gigabit Ethernet Smart Managed Pro Switch, Desktop",Electronics Computers & Accessories Networking Products Switches,"categories: Electronics Computers & Accessories Networking Products Switches | features: 8 Gigabit Ethernet ports 1 x PD port Smart software with easy-to-use interface offers managed control for secure setup, access, and SNMP (NMS 300) management. Includes NETGEAR Insight to remotely manage your networks from anywhere Supports desktop or wall mount placement Lifetime Limited Hardware Warranty, Next Business Day Replacement, and 24/7 chat with a NETGEAR expert Energy efficient design compliant with IEEE8… | description: The NETGEAR GS108Tv3 8-Port Gigabit Smart Managed Pro Switch with Cloud Management gives high-speed connectivity for wireless converged networks and mobility. Advanced feature",smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent|smart_switch:wrong_product:ethernet|smart_switch:wrong_product:port,approved_identity_phrase_absent|required_target_context_absent|wrong_product,title|description|details,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,bf29ebd547690405fc759ddac6cf5dd3c070e2fcd6246d61c9108c21d0413097
recovery_candidate,B00NUF6X94,smart_switch,Electronics,Home Audio & Theater,QVS VW-4PHA WePresent VGA/HDMI Wireless Presentation System with Large Touch Screen and Annotation Support,Electronics Home Audio Home Audio Accessories Distribution Selector Switch Boxes,categories: Electronics Home Audio Home Audio Accessories Distribution Selector Switch Boxes | features: Share a projector or HDTV with a VGA or HDMI port thru wireless connection up to 200' 4-way split screen to show up to 4 users simultaneously Annotate on the screen using Air Pad touchpad Conference control function perfect for training sessions Control PC or Mac remotely using USB keyboard/mouse | description: …al for classrooms and conference areas for PowerPoint and real-time video and audio presentations. It allows any mobile device or PC/MAC with Wi-Fi to access the projector or HDTV. It also features Annotation Support that lets you annotate on the screen using Air Pad touchpad or U,smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent|smart_switch:smart_evidence_not_in_title_or_categories,approved_identity_phrase_absent|required_target_context_absent|smart_evidence_not_in_title_or_categories,categories|description,switch,wi fi|wifi,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,bf459bf4e02a728bff0f29cf91baee7593ecf2dd94fbc7c82e72d2ddae9f3409
recovery_candidate,B09167ZVPK,smart_switch,Electronics,Computers,"HP ENVY x360 Convertible 15-inch FHD Touchscreen 2-in-1 Laptop, 10th Gen Intel Core i7-10510U, 8GB RAM, 512GB SSD, Windows 10 Home, Fingerprint Reader, Webcam Kill Switch (15-dr1010nr, Natural Silver) (Renewed)",Electronics Computers & Accessories Computers & Tablets Laptops Traditional Laptops,"categories: Electronics Computers & Accessories Computers & Tablets Laptops Traditional Laptops | features: Cutting-edge security: State-of-the-art security features include Webcam Kill Switch and integrated fingerprint reader Four versatile modes: Easily convert from laptop mode to tablet, stand or tent mode for notetaking, drawing and other daily activities that feel as natural as pen on paper BIOS Recovery and Protection: Automatically checks the health of your PC, protects against unauthorized access, secures local sto… | description: This pre-owned or refurbished product has been professionally inspected and tested to work and look like new. How a product becomes part of Amazon Renewed,",smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent|smart_switch:smart_evidence_not_in_title_or_categories,approved_identity_phrase_absent|required_target_context_absent|smart_evidence_not_in_title_or_categories,title|features,switch,wi fi|wifi,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,bfff2504a1ebd07eff478e25bf756a2797ddceb869329e523021b45e8db8f919
recovery_candidate,B092RYYF9C,smart_switch,Home_and_Kitchen,Amazon Home,"Mini Bag Sealer Handheld Heat Sealing Machine for Airtight Food Storage, Portable Heat Resealer with Smart Double Switch, Reseal Plastic Bags, Chip Bags, Snack Bags, Color Street Nail Strips (Black)",Home & Kitchen Kitchen & Dining Small Appliances Specialty Appliances Vacuum Sealers,"categories: Home & Kitchen Kitchen & Dining Small Appliances Specialty Appliances Vacuum Sealers | features: … separate type power cord, which is very safe and easy to store or carry. Suitable for home kitchens, bakeries, grocery stores and other occasions. 🍟【DOUBLE SWITCH PROTECTION】🎁 Our sealer adopts the design of double smart switch on the side- independent power switch and lock storage switch design.The upgraded switches of sealer machine can better prevent burns caused by accidental touches. Provide double protection f… | details: Best Sellers Rank Kitchen & Dining 302139 Vacuum Sealers 1067 Brand Shendian Color Black Date First Available May 19, 2021 Item Weight 7 ounces Material Acry",smart_plug:approved_identity_phrase_absent|smart_plug:identity_not_in_title_or_categories|smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent,approved_identity_phrase_absent|multi-type conflict|required_target_context_absent,title|features,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,c0a1885eef70d64763182338460a3eb506e1e85ab19c02661c9fc9a15935237f
recovery_candidate,B00UC5OZWM,smart_switch,Electronics,Computers,"Cisco WS-C3560CX-12TC-S Catalyst 3560-CX 12 Port Data IP Base Switch, 6779D66",Electronics Computers & Accessories Networking Products Switches,"categories: Electronics Computers & Accessories Networking Products Switches | features: Product Type- Layer 3 Switch POWER CONSUMPTION: 20.8W at 100% throughput Form Factor- Rack-mountable FANLESS DESIGN: Silent operation country of origin:China | description: The Cisco Catalyst 3560-CX and 2960-CX Series Compact Switches help optimize network deployments. These Gigabit Ethernet (GbE) managed switches are ideal for high-speed data connectivity, Wi-Fi backhaul, and Power over Ethernet (PoE) connectivity in places where space is at a premium. With a single copper or fiber cable from the wiring closet, Catalyst compact switches enable IP connectivity for devices such as IP ph…",smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent|smart_switch:smart_evidence_not_in_title_or_categories|smart_switch:wrong_product:port,approved_identity_phrase_absent|required_target_context_absent|smart_evidence_not_in_title_or_categories|wrong_product,title|features|description|details,switch,wi fi|wifi,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,c18a4243d3ff0c2a2bb684bc9b2d5b50251bef4b926c9914e52cbed0281e4835
recovery_candidate,B07KYL9DSZ,smart_switch,Electronics,Computers,"Acer Switch 5, 12.0"" QHD Touch, 7th Gen Intel Core i5-7200U, Alexa Built-in, 8GB LPDDR3, 256GB SSD Windows 10 Home, Backlit Keyboard, Active Stylus, SW512-52-53W5",Electronics Computers & Accessories Computers & Tablets,"categories: Electronics Computers & Accessories Computers & Tablets | features: 7th Generation Intel Core i5-7200U Processor (Up to 3.1GHz) Alexa built-in 12.0"" Qhd 2160 x 1440 Multi-touch IPS display, 8GB of LPDDR3 Onboard Memory & 256GB SSD 802.11AC Wi-Fi, Acer Fingerprint reader, backlit keyboard 2-Cell Li-Ion (4870 mAh) battery, Up to 10.5 hours Battery Life & Windows 10 Home | description: Acer switch 5 SW512-52-53W5 Lexa built-in PC comes with these high level specs: 7th Generation Intel Core i5-7200U Processor 2.5GHz with Turbo Boost Technology up to 3.1GHz (3MB L3 cache), Windows 10 Home, 12.0"" Qhd 2160 x 1440 resolution, high-brightness, LED-backlit IPS (in-plane Switching) technolo",smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent,approved_identity_phrase_absent|required_target_context_absent,title|features|description,switch,alexa|wi fi|wifi,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,c2274b94c5e43733cce955a03886bcb33ba081c49b36a3545be9b16cedb84ad7
recovery_candidate,B01KGHNTOK,smart_switch,Electronics,All Electronics,Otimo 8-Outlet Surge Protector with On Off Timer Switch and 5 Foot Power Cord,Electronics Accessories & Supplies Power Strips & Surge Protectors Surge Protectors,"categories: Electronics Accessories & Supplies Power Strips & Surge Protectors Surge Protectors | features: …age Times, You Will Be Saving Not Only On Your Electric Bill, But Leaving A Smaller Carbon Footprint As Well! Set-And-Forget Timer: 24 Hour Timer Switch Allows For Devices To Be Connected And Disconnected On A Regular Daily Schedule, In 15 Minute Intervals. Set In Your Expected Device Usage One Time And Don'T Think About It Again! Compatible With Gaming Consoles, Fans, Lamps, Cable Boxes, Wifi Routers, Lamps, Holiday… | description: …design allows for convenient placement and storage. This outlet timer is compatible with any appliance with a 3-prong electronic plug, including lamps, W",smart_plug:approved_identity_phrase_absent|smart_plug:smart_evidence_not_in_title_or_categories|smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent|smart_switch:smart_evidence_not_in_title_or_categories,approved_identity_phrase_absent|multi-type conflict|required_target_context_absent|smart_evidence_not_in_title_or_categories,title|features|description,switch,wi fi|wifi,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,c28845c32dae7599acbfe5594c2d3f5911383ff1643cc12511caedcef190b296
recovery_candidate,B004GHMU4C,smart_switch,Electronics,All Electronics,"Cisco SF200-24 Smart Switch: 24 10/100 Ports, 2 Combo Mini-GBIC Ports (SLM224GTNA)",Electronics Computers & Accessories Networking Products Switches,"categories: Electronics Computers & Accessories Networking Products Switches | features: …d Management: Intuitive browser-based tools, mass deployment capabilities, and consistent features across all models simplify setup and configuration. Switches optimize power usage for energy efficiency without compromising performance.",smart_switch:required_target_context_absent,required_target_context_absent,title,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,c30d1c1837a400655748fd8d52b348ec545ddb0fe8747f4c6759ca6a9bf09c51
recovery_candidate,B073S7XK5N,smart_switch,Electronics,All Electronics,ON-Q Switch - Radiant in-Wall 1500W Rf Switch - White (LC2201-WH),Electronics Television & Video Accessories,"categories: Electronics Television & Video Accessories | features: Patented top dog RF communication Protocol; 900MHz radio. Avoids interference with other 900MHz devices, such as cordless phones and Baby monitors. Legrand patented RF communication Protocol for reduced interference. Installs easily with no control wiring necessary. Integrates with Legrand's Intuit Home Intelligence. Available in three colors: light Almond, nickel, and white. | description: The radiant collection is a step up from the standard with simple, classic options in wiring devices, home automation controls and Screw less wall plates that complement today's homes.",smart_switch:approved_identity_phrase_absent|smart_switch:smart_evidence_not_in_title_or_categories,approved_identity_phrase_absent|smart_evidence_not_in_title_or_categories,title|details,in wall|switch,wi fi|wifi,include,medium,correct_target,"Primary switch identity, wall-lighting context, and connected-control evidence are all present.",w3-v1.4.0-draft,c399b4922e1b4a0e19609061b5b471fdc8ac750cf70aafdb574f643ff5a5f84a
recovery_candidate,B08SWNG4NN,smart_switch,Electronics,Computers,"TP-Link Unmanaged 8-Port 2.5G Multi-Gigabit Desktop Switch, 802.3X Flow Control, 802.1p/DSCP QoS, Ideal for Small and Home Office with fanless design, Metal Casing, Plug and Play (TL-SG108-M2)",Electronics Computers & Accessories Networking Products Switches,"categories: Electronics Computers & Accessories Networking Products Switches | features: …Gbps Ports: 8× 100Mbps/1Gbps/2.5Gbp Ports unlock the highest performance of your Multi-Gig bandwidth and devices and provide up to 40 Gbps of switching capacity Super-Fast Connections: Provides super-fast connections to 2.5G NAS, 2.5G Server, gaming computer, 2.5G WiFi 6 AP, 4K video, and more Ideal for Various Scenarios: Built for LAN parties, home entertainment, small and home offices, and instant transfer for work… | details: Best Sellers Rank Computer Networking Switches 3326 Brand TP-Link Compatible Devices Desktop Date First Available January 13, 2021 Included Components TL-SG108-M2 Item Weight 2.",smart_plug:approved_identity_phrase_absent|smart_plug:smart_evidence_not_in_title_or_categories|smart_plug:wrong_product:plug and play|smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent|smart_switch:smart_evidence_not_in_title_or_categories|smart_switch:wrong_product:port,approved_identity_phrase_absent|multi-type conflict|required_target_context_absent|smart_evidence_not_in_title_or_categories|wrong_product,title|features|details,switch,wi fi|wifi,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,c3aaa11bce42476947d11cb10b51ee9a982830d2a47b0338ecafe0ef2b74f2a6
recovery_candidate,B00481BTOS,smart_switch,Electronics,Cell Phones & Accessories,"Wireless Earbuds Bluetooth Earbuds V5.0 with 3D Stereo Pro Sound, 17H Play Time, Noise Canceling Earphones with Built-in Mic and Mono Mode, IPX7 Waterproof, Calls Switch Quick Access to Siri","Electronics Headphones, Earbuds & Accessories Headphones & Earbuds Earbud Headphones","categories: Electronics Headphones, Earbuds & Accessories Headphones & Earbuds Earbud Headphones | features: 【Strong & Stable Signal】--- This 1200Mps WIFI Extender owns dual-band technology, simultaneously issue two WIFI independently, to achieve full-scale wireless strong & stable extension WIFI. 5GHz(900Mps) WIFI is suitable for short-distance high-speed transmission, for high-definition video/ game. And 2.4GHz(300Mps) WIFI is suitable for medium and long distance transmission, for basic network browsing | description: …n of dust and quickly dissipate heat, ensuring stable operation of the equipment all the time. 7, Fully compatible with any devices like iOS, Android devices, Echo/Alexa de",smart_plug:approved_identity_phrase_absent|smart_plug:identity_not_in_title_or_categories|smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent|smart_switch:smart_evidence_not_in_title_or_categories,approved_identity_phrase_absent|multi-type conflict|required_target_context_absent|smart_evidence_not_in_title_or_categories,title|features|description,switch,alexa|wi fi|wifi,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,c3c77a7e62af4e8d12e13d7d854e8b05b4619a455e8f59a7c4d3a8dc1ee56184
recovery_candidate,B0963CCSDY,smart_switch,Home_and_Kitchen,,6L / 1.5 Gallon Water Distiller Countertop Water Pure Water Machine with an Extra Smart Switch Purifier Filter for Home Office,Home & Kitchen Kitchen & Dining Water Coolers & Filters Pitcher Water Filters,"categories: Home & Kitchen Kitchen & Dining Water Coolers & Filters Pitcher Water Filters | details: Capacity 1.5 Gallons Brand GPOAS Date First Available July 2, 2021 Item model number 167995-5326-1758283763 Manufacturer GPOAS Material Stainless Steel Product Dimensions 23.23 x 12.99 x 11.22 inches; 13 Pounds Purification Method Distillation",smart_switch:required_target_context_absent,required_target_context_absent,title,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,c3f369132108a99cf8d305203df2c95ace0de8e7ab22be397a6dbfb54618ef4c
recovery_candidate,B000UPTCRW,smart_switch,Electronics,All Electronics,Cisco SLM2024 24-Port 10/100/1000 Gigabit Smart Switch with 2 Combo SFPs,Electronics Computers & Accessories Networking Products Switches,"categories: Electronics Computers & Accessories Networking Products Switches | features: …ons like Link Aggregation, Spanning Tree and Portfast 802.1x port authentication and MAC-based filtering brings network security down to the switch port level. Basic QoS enables the network to be used for networked applications including voice, video and data storage",smart_switch:required_target_context_absent|smart_switch:wrong_product:port,required_target_context_absent|wrong_product,title|features,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,c454675cf3be8f7f00e3b9b973566908047d53f31f8b1d39c54886165dccd9f8
recovery_candidate,B01M9ETH45,smart_switch,Electronics,All Electronics,KUNCAN 20ft 2.1mm x 5.5mm DC Power Plug Extension Cable Male to Female for 12v Security Camera/LED Strip Lights 18AWG Heavy Duty Cord with Power Switch,Electronics Security & Surveillance Accessories Surveillance Camera Cables,"categories: Electronics Security & Surveillance Accessories Surveillance Camera Cables | features: …ur daily need; Cable Size: 2464 18AWG; Male connector: 2.1mm x 5.5mm. Female Connectors: 2.1mm x 5.5mm. Male Plug to Female Jack Power Cable with Power Switch for DC Power ; DC EXTENTION CORD: 2.1mm X 5.5mm DC power plug extension cable allows flexible option for setting up electronic device, such as LED signage, CCTV security surveillance camera, ip camera or other devices that requires DC input and accept 2.1mm x 5… | description: Specifications: DC power plug extension cable with Power Switch Male Plug to Female Jack Power Cable Power Length: 20ft Cable type: 2464 18 AWG copper Voltage Rati",global:accessory_primary_identity:extension cable|smart_plug:approved_identity_phrase_absent|smart_plug:smart_evidence_not_in_title_or_categories|smart_plug:wrong_product:camera|smart_plug:wrong_product:security camera|smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent|smart_switch:smart_evidence_not_in_title_or_categories,accessory|approved_identity_phrase_absent|multi-type conflict|required_target_context_absent|smart_evidence_not_in_title_or_categories,title|features|description,switch,wi fi|wifi,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,c49580b2bcee82d1a9ec462173e735f1032013dbd8ec5aee9308226fe624b659
recovery_candidate,B08Q2R8NC4,smart_switch,Electronics,Computers,Cisco Business CBS250-8T-E-2G Smart Switch | 8 Port GE Ext PS | 2x1G Combo | Limited Lifetime Protection (CBS250-8T-E-2G-NA),Electronics Computers & Accessories Networking Products Switches,"categories: Electronics Computers & Accessories Networking Products Switches | features: SWITCH PORTS: 8-Port 10/100/1000 plus 2 x 1GE copper/SFP combo SIMPLE: Intuitive Cisco Business Dashboard or on-box U/I simplifies network operations and automates lifecycle management FLEXIBLE: Extensive portfolio provides ultimate flexibility from 8 to 48 ports and PoE plus combinations SECURITY: Integrated with IEEE 802.1X port security to control access to your network, Denial-of- Service (DoS) attack prevention … | description: The Cisco Business CBS250-8T-E-2G switch is the next generation of affordable, smart switches that combines powerful network performance, security, and reliability with a com",smart_switch:required_target_context_absent|smart_switch:wrong_product:port,required_target_context_absent|wrong_product,title|features|description|details,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,c55a17729dd6f70fc69435e24cdcfef9bc7a4db9ecf1ff44654427ba0ffe56a1
recovery_candidate,B0B58X4WRD,smart_switch,Home_and_Kitchen,Amazon Home,"Facelle Smoothie Blender, 400W Powerful Personal Blender, 17Oz Personal Size Blender with 4 Sharp Stainless Steel Blades, Smart Switch Portable Blender for Shakes Frozen Drinks Smoothies Food Juices",Home & Kitchen Kitchen & Dining Small Appliances Blenders Personal Size Blenders,"categories: Home & Kitchen Kitchen & Dining Small Appliances Blenders Personal Size Blenders | features: 【Smart Control & IPX5】Note: the mixing Glass is fixed, can't be removed.Facelle smoothie blender with touch control switch. and smoothie blender with IPX5 waterproof. 【400W/500ML/17Oz Personal Size Blender】：Note: the mixing Glass is fixed, can't be removed.Facelle 400W person blender has a strong and sharp 4 blades,ability to quickly blend a variety of foods,and 500ml capacity cup meet personal mixing needs. 【Food Gr… | details: Best Sellers Rank Kitchen & Dining 422207 Personal Size Blenders 573 Blade Material Stainless Steel Brand Facelle Capacity 500 Milliliters Date First Available Ju",smart_plug:approved_identity_phrase_absent|smart_plug:identity_not_in_title_or_categories|smart_switch:required_target_context_absent|smart_switch:wrong_product:smart switch portable blender,multi-type conflict|required_target_context_absent|wrong_product,title|features,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,c68b30fb074cca44baf42b37a7adfb108ee299324f5508dcd5b10ee3f0b0c925
